# Localization Prediction using LocTree3
# Domain: bact
#
# NOTATION Protein Id: Fasta sequences Id truncated by whitespace
# NOTATION Score: Reliability score on a 0-100 scale (0=unreliable & 100=most reliable)
# NOTATION Localization: Predicted sub-cellular localization class
# NOTATION Gene Ontology Terms: Gene Ontology (GO) term/s of the corresponding localization. GO terms predicted by PSI-BLAST are supported by evidence codes (see http://www.geneontology.org/GO.evidence.shtml)
#
# PSI-BLAST annotation based on Swiss-Prot release 2013_11.
# Protein Id	Score	Localization	Gene Ontology Terms
tr|Q5ZW94|Q5ZW94_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV39|Q5ZV39_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC3|Q5ZYC3_LEGPH	34	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZ79|Q5ZZ79_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZVR9|LPXB1_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZB8|Q5ZZB8_LEGPH	55	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVE9|Q5ZVE9_LEGPH	58	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW20|Q5ZW20_LEGPH	77	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ48|Q5ZZ48_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUF6|Q5ZUF6_LEGPH	63	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXR4|Q5ZXR4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXL5|Q5ZXL5_LEGPH	98	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU35|Q5ZU35_LEGPH	57	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXM3|Q5ZXM3_LEGPH	60	secreted	extracellular region GO:0005576;
tr|Q5ZU42|Q5ZU42_LEGPH	38	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS11|Q5ZS11_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWY2|Q5ZWY2_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV89|Q5ZV89_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRN5|Q5ZRN5_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWD8|Q5ZWD8_LEGPH	97	cytoplasm	cytoplasm GO:0005737
sp|Q5ZY94|RL33_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZW54|Q5ZW54_LEGPH	74	secreted	extracellular region GO:0005576;
tr|Q5ZT95|Q5ZT95_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZJ0|Q5ZZJ0_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZST1|Q5ZST1_LEGPH	39	periplasm	periplasmic space GO:0042597;
tr|Q5ZVW1|Q5ZVW1_LEGPH	96	fimbrium	pilus GO:0009289;
tr|Q5ZWT5|Q5ZWT5_LEGPH	39	periplasm	periplasmic space GO:0042597;
tr|Q5ZXF3|Q5ZXF3_LEGPH	78	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT45|Q5ZT45_LEGPH	55	secreted	extracellular region GO:0005576;
tr|Q5ZSK2|Q5ZSK2_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSJ0|Q5ZSJ0_LEGPH	49	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS98|Q5ZS98_LEGPH	59	secreted	extracellular region GO:0005576;
tr|Q5ZVX4|Q5ZVX4_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSW2|Q5ZSW2_LEGPH	50	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSZ7|Q5ZSZ7_LEGPH	28	secreted	extracellular region GO:0005576;
tr|Q5ZZH7|Q5ZZH7_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZRQ4|Q5ZRQ4_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS02|Q5ZS02_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSZ4|Q5ZSZ4_LEGPH	43	secreted	extracellular region GO:0005576;
tr|Q5ZUV8|Q5ZUV8_LEGPH	72	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRH5|Q5ZRH5_LEGPH	52	secreted	extracellular region GO:0005576;
tr|Q5ZXK8|Q5ZXK8_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZX54|Q5ZX54_LEGPH	36	secreted	extracellular region GO:0005576;
sp|Q5ZTY3|DNAK_LEGPH	41	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWG6|Q5ZWG6_LEGPH	36	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSL9|Q5ZSL9_LEGPH	76	secreted	extracellular region GO:0005576;
tr|Q5ZT26|Q5ZT26_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWF6|Q5ZWF6_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZY10|Q5ZY10_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUI6|Q5ZUI6_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXW3|Q5ZXW3_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU45|Q5ZU45_LEGPH	81	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYM9|RS8_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXG5|Q5ZXG5_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSS3|Q5ZSS3_LEGPH	62	secreted	extracellular region GO:0005576;
tr|Q5ZV70|Q5ZV70_LEGPH	27	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTG2|Q5ZTG2_LEGPH	47	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV25|Q5ZV25_LEGPH	94	periplasm	periplasmic space GO:0042597;
tr|Q5ZWI0|Q5ZWI0_LEGPH	29	cytoplasm	cytoplasm GO:0005737
sp|Q5ZWR3|TYPH_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS44|Q5ZS44_LEGPH	29	secreted	extracellular region GO:0005576;
tr|Q5ZY63|Q5ZY63_LEGPH	50	secreted	extracellular region GO:0005576;
tr|Q5ZT16|Q5ZT16_LEGPH	42	periplasm	periplasmic space GO:0042597;
tr|Q5ZWT3|Q5ZWT3_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZX73|Q5ZX73_LEGPH	58	secreted	extracellular region GO:0005576;
tr|Q5ZYB4|Q5ZYB4_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYT6|Q5ZYT6_LEGPH	35	secreted	extracellular region GO:0005576;
tr|Q5ZY90|Q5ZY90_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWQ5|Q5ZWQ5_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q5ZUZ8|Q5ZUZ8_LEGPH	88	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZXZ6|Q5ZXZ6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYM1|RS13_LEGPH	82	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRC1|Q5ZRC1_LEGPH	94	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZT06|Q5ZT06_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSG2|Q5ZSG2_LEGPH	40	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVC6|Q5ZVC6_LEGPH	46	secreted	extracellular region GO:0005576;
tr|Q5ZU58|Q5ZU58_LEGPH	68	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRC8|Q5ZRC8_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZE4|Q5ZZE4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXQ2|Q5ZXQ2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT60|Q5ZT60_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC1|Q5ZYC1_LEGPH	71	secreted	extracellular region GO:0005576;
tr|Q5ZWG1|Q5ZWG1_LEGPH	45	secreted	extracellular region GO:0005576;
tr|Q5ZU82|Q5ZU82_LEGPH	52	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU51|Q5ZU51_LEGPH	85	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSI2|Q5ZSI2_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWM4|Q5ZWM4_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZY01|Q5ZY01_LEGPH	37	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSQ8|Q5ZSQ8_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX55|Q5ZX55_LEGPH	66	secreted	extracellular region GO:0005576;
tr|Q5ZZ47|Q5ZZ47_LEGPH	31	periplasm	periplasmic space GO:0042597;
tr|Q5ZSZ9|Q5ZSZ9_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZF4|Q5ZZF4_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUK3|Q5ZUK3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTU0|Q5ZTU0_LEGPH	39	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUF3|Q5ZUF3_LEGPH	61	secreted	extracellular region GO:0005576;
tr|Q5ZUG8|Q5ZUG8_LEGPH	75	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRM3|Q5ZRM3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX24|Q5ZX24_LEGPH	97	periplasm	periplasmic space GO:0042597;
tr|Q3V865|Q3V865_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUJ0|Q5ZUJ0_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYR6|Q5ZYR6_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS39|Q5ZS39_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV77|Q5ZV77_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVX6|Q5ZVX6_LEGPH	59	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVN2|Q5ZVN2_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRW4|Q5ZRW4_LEGPH	56	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTU2|Q5ZTU2_LEGPH	72	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVI8|Q5ZVI8_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVF1|Q5ZVF1_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWU5|Q5ZWU5_LEGPH	41	secreted	extracellular region GO:0005576;
sp|Q5ZY18|FPG_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ57|Q5ZZ57_LEGPH	56	secreted	extracellular region GO:0005576;
tr|Q5ZS33|Q5ZS33_LEGPH	95	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZR79|Q5ZR79_LEGPH	96	cytoplasm	cytoplasm GO:0005737
sp|Q5ZUS8|RS2_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZE3|Q5ZZE3_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUJ8|Q5ZUJ8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS72|Q5ZS72_LEGPH	80	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSK7|Q5ZSK7_LEGPH	93	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYL9|RS4_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU32|Q5ZU32_LEGPH	60	secreted	extracellular region GO:0005576;
tr|Q5ZTG3|Q5ZTG3_LEGPH	70	secreted	extracellular region GO:0005576;
tr|Q5ZSZ1|Q5ZSZ1_LEGPH	47	secreted	extracellular region GO:0005576;
tr|Q5ZX59|Q5ZX59_LEGPH	50	secreted	extracellular region GO:0005576;
tr|Q5ZZB3|Q5ZZB3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYZ9|Q5ZYZ9_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXC2|Q5ZXC2_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZYC2|Q5ZYC2_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZUZ7|Q5ZUZ7_LEGPH	39	periplasm	periplasmic space GO:0042597;
sp|Q5ZU09|PHS_LEGPH	78	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ46|Q5ZZ46_LEGPH	81	periplasm	periplasmic space GO:0042597;
tr|Q5ZXV2|Q5ZXV2_LEGPH	95	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZS13|Q5ZS13_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW22|Q5ZW22_LEGPH	40	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTK5|Q5ZTK5_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZR83|Q5ZR83_LEGPH	35	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU00|Q5ZU00_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ21|Q5ZZ21_LEGPH	69	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTQ3|Q5ZTQ3_LEGPH	60	periplasm	periplasmic space GO:0042597;
tr|Q5ZWW5|Q5ZWW5_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZU23|Q5ZU23_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSY7|Q5ZSY7_LEGPH	29	secreted	extracellular region GO:0005576;
tr|Q5ZR86|Q5ZR86_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYZ1|Q5ZYZ1_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTR5|Q5ZTR5_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW43|Q5ZW43_LEGPH	81	secreted	extracellular region GO:0005576;
tr|Q5ZZB0|Q5ZZB0_LEGPH	98	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZUX6|Q5ZUX6_LEGPH	27	secreted	extracellular region GO:0005576;
tr|Q5ZYZ4|Q5ZYZ4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUV6|Q5ZUV6_LEGPH	53	secreted	extracellular region GO:0005576;
tr|Q5ZU64|Q5ZU64_LEGPH	34	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVE1|Q5ZVE1_LEGPH	88	secreted	extracellular region GO:0005576;
tr|Q5ZS04|Q5ZS04_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX61|Q5ZX61_LEGPH	83	secreted	extracellular region GO:0005576;
tr|Q5ZXN0|Q5ZXN0_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXZ8|Q5ZXZ8_LEGPH	46	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSV0|Q5ZSV0_LEGPH	59	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY52|Q5ZY52_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYW6|Q5ZYW6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX27|Q5ZX27_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUG7|Q5ZUG7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTJ0|Q5ZTJ0_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX39|Q5ZX39_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRI8|Q5ZRI8_LEGPH	55	secreted	extracellular region GO:0005576;
tr|Q5ZXW6|Q5ZXW6_LEGPH	55	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUK8|Q5ZUK8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWU2|Q5ZWU2_LEGPH	71	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZ43|Q5ZZ43_LEGPH	76	periplasm	periplasmic space GO:0042597;
tr|Q5ZT65|Q5ZT65_LEGPH	63	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWA8|Q5ZWA8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTB4|Q5ZTB4_LEGPH	42	secreted	extracellular region GO:0005576;
sp|Q5ZVR4|RLMH_LEGPH	56	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU20|Q5ZU20_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWK7|Q5ZWK7_LEGPH	56	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSI3|Q5ZSI3_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUI4|Q5ZUI4_LEGPH	67	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUP6|Q5ZUP6_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX37|Q5ZX37_LEGPH	89	secreted	extracellular region GO:0005576;
tr|Q5ZSX2|Q5ZSX2_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZTS4|Q5ZTS4_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVK4|Q5ZVK4_LEGPH	92	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRC9|Q5ZRC9_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZXT4|Q5ZXT4_LEGPH	56	cytoplasm	cytoplasm GO:0005737
sp|Q5ZYP3|RL3_LEGPH	65	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC9|Q5ZYC9_LEGPH	69	secreted	extracellular region GO:0005576;
tr|Q5ZT91|Q5ZT91_LEGPH	62	secreted	extracellular region GO:0005576;
tr|Q5ZTZ7|Q5ZTZ7_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXG3|Q5ZXG3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ37|Q5ZZ37_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT37|Q5ZT37_LEGPH	60	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTW4|Q5ZTW4_LEGPH	39	periplasm	periplasmic space GO:0042597;
tr|Q5ZSQ4|Q5ZSQ4_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXX9|Q5ZXX9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW24|Q5ZW24_LEGPH	81	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWF2|Q5ZWF2_LEGPH	37	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYU9|Q5ZYU9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSK6|Q5ZSK6_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWY4|Q5ZWY4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW69|Q5ZW69_LEGPH	78	secreted	extracellular region GO:0005576;
tr|Q5ZRP8|Q5ZRP8_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUV0|Q5ZUV0_LEGPH	45	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYE5|Q5ZYE5_LEGPH	97	cytoplasm	cytoplasm GO:0005737
sp|Q5ZWX6|DNLJ_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY83|Q5ZY83_LEGPH	85	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT55|Q5ZT55_LEGPH	80	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSL0|Q5ZSL0_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZRT0|Q5ZRT0_LEGPH	94	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXG4|Q5ZXG4_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSD9|Q5ZSD9_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYH4|Q5ZYH4_LEGPH	61	secreted	extracellular region GO:0005576;
tr|Q5ZZK5|Q5ZZK5_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXP1|Q5ZXP1_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRM1|Q5ZRM1_LEGPH	77	secreted	extracellular region GO:0005576;
tr|Q5ZWH0|Q5ZWH0_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWS9|Q5ZWS9_LEGPH	67	periplasm	periplasmic space GO:0042597;
tr|Q5ZTH7|Q5ZTH7_LEGPH	49	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW18|Q5ZW18_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZRN1|Q5ZRN1_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWF3|Q5ZWF3_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZWB8|Y1167_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS55|Q5ZS55_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW35|Q5ZW35_LEGPH	34	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYH8|Q5ZYH8_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZR87|Q5ZR87_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWT6|Q5ZWT6_LEGPH	28	secreted	extracellular region GO:0005576;
tr|Q5ZTI7|Q5ZTI7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSU2|Q5ZSU2_LEGPH	28	cytoplasm	cytoplasm GO:0005737
tr|Q3V871|Q3V871_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXW5|Q5ZXW5_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYF4|Q5ZYF4_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZI7|Q5ZZI7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZX86|Q5ZX86_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUH8|Q5ZUH8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV09|Q5ZV09_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZRV7|RS15_LEGPH	77	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ20|Q5ZZ20_LEGPH	65	secreted	extracellular region GO:0005576;
tr|Q5ZX88|Q5ZX88_LEGPH	65	periplasm	periplasmic space GO:0042597;
tr|Q5ZY32|Q5ZY32_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZRM4|Q5ZRM4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV74|Q5ZV74_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWK9|Q5ZWK9_LEGPH	69	secreted	extracellular region GO:0005576;
tr|Q5ZTP7|Q5ZTP7_LEGPH	69	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSE8|Q5ZSE8_LEGPH	46	secreted	extracellular region GO:0005576;
tr|Q5ZT23|Q5ZT23_LEGPH	64	secreted	extracellular region GO:0005576;
tr|Q5ZWV7|Q5ZWV7_LEGPH	53	secreted	extracellular region GO:0005576;
tr|Q5ZY99|Q5ZY99_LEGPH	61	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZC5|Q5ZZC5_LEGPH	83	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYZ7|Q5ZYZ7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRD3|Q5ZRD3_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSX4|Q5ZSX4_LEGPH	38	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSW3|Q5ZSW3_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZVY9|Q5ZVY9_LEGPH	63	periplasm	periplasmic space GO:0042597;
tr|Q5ZVD5|Q5ZVD5_LEGPH	30	periplasm	periplasmic space GO:0042597;
tr|Q5ZTP4|Q5ZTP4_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWS8|Q5ZWS8_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUH6|Q5ZUH6_LEGPH	95	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZD7|Q5ZZD7_LEGPH	36	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUS1|Q5ZUS1_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTS3|Q5ZTS3_LEGPH	54	periplasm	periplasmic space GO:0042597;
tr|Q5ZXI9|Q5ZXI9_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSM9|Q5ZSM9_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRJ4|Q5ZRJ4_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUA2|Q5ZUA2_LEGPH	88	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYI7|Q5ZYI7_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTW6|Q5ZTW6_LEGPH	81	periplasm	periplasmic space GO:0042597;
tr|Q5ZVJ2|Q5ZVJ2_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS92|Q5ZS92_LEGPH	80	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW40|Q5ZW40_LEGPH	40	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZC0|Q5ZZC0_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZSB8|Q5ZSB8_LEGPH	92	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUH4|Q5ZUH4_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVI0|Q5ZVI0_LEGPH	87	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWW8|Q5ZWW8_LEGPH	81	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXV8|Q5ZXV8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTW9|Q5ZTW9_LEGPH	51	cytoplasm	cytoplasm GO:0005737
